Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
NCT29,2127.386671796855,OUT013
FDZ27,756.5318560284686,OUT046
FDN57,2096.155254495115,OUT017
FDA03,2058.318653829842,OUT018
FDZ36,3044.6880339414056,OUT045
NCU05,1300.8942227826183,OUT013
FDT39,2033.801183971862,OUT018
FDK60,1548.4890279535086,OUT017
FDZ25,2867.1595765637126,OUT017
FDG12,2020.7406826692556,OUT046
DRB01,498.32770619502224,OUT019
NCC43,6091.140405726081,OUT027
FDX13,725.8495473127033,OUT019
FDM22,856.0482983421745,OUT049
FDJ03,1340.5871965262268,OUT027
FDU14,3594.968505385894,OUT018
FDB33,420.4558801189872,OUT010
FDP27,3067.867762465037,OUT046
FDO38,139.1216860100241,OUT010
FDE28,5938.01824124706,OUT027
FDO27,1587.340235844013,OUT035
DRL23,2667.2194524020297,OUT027
FDS28,894.0123049810628,OUT046
FDX24,1528.821267356496,OUT013
FDZ02,1596.3327406211604,OUT035
FDL46,1701.6389364204204,OUT045
FDS60,4845.094174872855,OUT027
NCO06,606.1520149382495,OUT017
FDO16,1499.7226506961872,OUT035
FDC60,1453.7616558174348,OUT049
FDA48,3130.177832758028,OUT018
FDZ36,5112.925020039568,OUT027
FDK27,2010.7509437824212,OUT045
FDW23,449.2257078851209,OUT018
FDM14,1561.1299250361133,OUT018
FDM14,1719.1534553271222,OUT013
FDW60,2519.8903823917058,OUT018
FDE21,1913.4109473883047,OUT013
NCM42,1751.8627630591918,OUT035
FDY59,192.349271470771,OUT010
DRI49,1337.7655058803666,OUT049
FDT28,396.9503017540499,OUT019
FDQ22,478.21498587083136,OUT018
FDR60,1290.7166589882952,OUT049
FDC50,232.7146718809154,OUT019
FDV24,2411.5344350956057,OUT013
DRF48,490.4357201088682,OUT010
FDQ47,654.412361605765,OUT046
DRN36,1558.7717582351222,OUT049
NCY06,2146.7334333814165,OUT035
FDE52,1453.741477455284,OUT035
NCB54,1999.0308768718999,OUT045
NCF31,2506.840894840103,OUT035
FDJ08,5175.808197970366,OUT027
NCC07,1700.881897918508,OUT017
NCD19,1711.997612498217,OUT027
FDL46,1815.9755819476384,OUT049
FDM20,3900.5277864566365,OUT045
NCI06,612.062808065727,OUT010
DRM11,4185.043286218618,OUT035
NCH07,2301.9319168481015,OUT018
FDS23,2064.6953799870466,OUT013
FDO49,561.6623765639821,OUT018
FDS35,1079.7759334282687,OUT049
DRK39,1293.3117567496597,OUT045
DRI39,894.2453319178348,OUT049
FDV04,2639.297103502925,OUT017
NCN14,3174.385778784136,OUT035
FDH08,3953.885703205403,OUT013
FDS20,3110.5665837379215,OUT046
FDV40,1184.2186563858954,OUT049
FDZ48,217.23130450648824,OUT010
FDS24,2312.4918354356632,OUT027
FDK44,2942.273752945538,OUT049
FDS48,2456.0232539081835,OUT045
FDK26,543.2037353329287,OUT010
FDD23,3075.9955591563353,OUT045
NCH54,2714.7223474652633,OUT017
NCP14,167.04603289386756,OUT010
FDM60,11.388511992184243,OUT010
FDV24,2441.6377126529624,OUT017
FDH08,3379.183098683115,OUT018
FDS12,3243.7768136950017,OUT027
FDR39,4834.054442521448,OUT027
FDP12,1090.3613260569446,OUT027
DRF60,5955.729767872619,OUT027
FDC09,1791.4251511674267,OUT035
FDF50,2941.7380270461545,OUT018
FDG28,3980.7751241307337,OUT035
NCE19,935.8314957672648,OUT017
NCM53,146.40856960178118,OUT010
NCN18,1838.079383403166,OUT049
FDF32,3190.6096512143185,OUT035
FDF11,3913.4846264748016,OUT013
DRI59,3783.582778679647,OUT049
NCG54,2745.5242787117672,OUT035
FDM44,1698.472272069352,OUT046
FDT57,3459.495123459424,OUT018
FDV24,2395.9789717009444,OUT046
FDI50,693.1829090648009,OUT019
FDS09,841.5329996137625,OUT035
NCC31,3848.805750747097,OUT027
FDQ07,756.8739216085357,OUT019
FDC22,3229.8231098473366,OUT017
FDZ56,2705.829130059016,OUT046
FDZ40,111.89304085943428,OUT019
FDS46,2989.4895973131524,OUT027
DRD24,2203.060243373489,OUT045
FDV45,3306.871738557784,OUT017
FDL26,2388.1763620182696,OUT045
FDA56,1757.0686394168802,OUT018
FDN27,1633.4011007382107,OUT046
FDM20,3993.7143421911037,OUT049
FDO16,1454.8731027747488,OUT017
FDL03,3196.2386935624863,OUT035
FDE58,1795.8708558512378,OUT046
FDI02,2956.0563479330176,OUT027
NCC55,15.652150091243792,OUT019
FDR03,3121.455288719079,OUT018
FDB14,1537.4058732143417,OUT017
FDR45,3981.1357244396995,OUT013
NCN07,2159.0138195897584,OUT017
FDM51,199.8969326958449,OUT019
FDT52,5971.451490627195,OUT027
FDL26,2414.3845905987205,OUT046
NCZ42,3790.5220116939577,OUT046
DRI47,432.63751166930825,OUT019
FDW40,2281.930938429202,OUT013
FDN34,2753.8806072966313,OUT046
FDS01,2908.097731374144,OUT035
NCG55,1880.2425150599354,OUT045
FDC11,1439.3604227442993,OUT035
FDX35,3472.280448639799,OUT018
NCB06,2620.503441753602,OUT046
FDR09,726.1207982571738,OUT019
FDC53,1543.3016094392988,OUT017
FDY45,4225.847812300231,OUT013
FDA22,372.95488329377406,OUT010
FDE02,1593.1947857167281,OUT035
FDW21,1656.3039044964228,OUT045
FDV34,1164.309413392476,OUT046
FDS59,1695.1814332201332,OUT049
NCW17,2193.8980314646815,OUT017
NCK54,1904.9064201904155,OUT046
FDG17,610.2775907330051,OUT019
FDG35,2795.696299418904,OUT017
FDD08,34.39534184843325,OUT010
NCO07,3679.8106237403904,OUT017
FDJ10,222.7996344255882,OUT010
FDW36,1726.8508893075523,OUT017
FDW21,247.40548454051708,OUT010
FDY19,1912.316915135388,OUT017
DRE03,737.1118560477038,OUT013
NCC55,674.421738592731,OUT049
FDH52,154.0316559709685,OUT010
FDO09,4739.960459151507,OUT017
FDU43,3798.664454450465,OUT045
FDX09,613.0554774505283,OUT010
FDH40,211.16169233363928,OUT019
FDW58,1703.4337584850207,OUT017
FDC47,4038.321755798694,OUT017
NCR41,1625.0087319337733,OUT035
DRG49,3974.298137567871,OUT035
FDC52,3805.7747970966975,OUT027
FDY13,1185.3741636854663,OUT046
FDY35,696.3539203845111,OUT013
FDI35,3393.559335275743,OUT017
NCU18,2276.793437350914,OUT049
FDY33,2306.912163794822,OUT018
FDC15,4034.516256852869,OUT027
FDU01,3251.718638806766,OUT049
NCU42,2692.1425925526414,OUT046
NCV29,2486.2404949473016,OUT018
NCY30,3302.055898296932,OUT017
FDQ46,1828.8221626666657,OUT049
FDG58,3824.849265310208,OUT027
FDK33,3702.828932515952,OUT017
NCD07,1823.9945774523053,OUT045
NCX29,3817.391393106134,OUT027
NCT42,2453.9093391833585,OUT013
DRN59,832.7831779111337,OUT035
FDI44,1376.070072531216,OUT035
FDA45,2342.753867767501,OUT049
FDP31,773.1588654205282,OUT045
FDY01,1863.6211890844288,OUT046
FDT09,1863.9331721620372,OUT018
DRH03,2521.200270190692,OUT027
FDA36,2778.327527102236,OUT018
NCF31,2485.4381119154023,OUT017
FDG14,2479.06882081196,OUT049
FDG28,6005.8669170553685,OUT027
FDU14,4103.1957210568535,OUT049
FDY47,310.31155295065116,OUT019
FDI56,1406.3269831845564,OUT049
DRD01,934.1958737496992,OUT013
FDM22,953.0884188908648,OUT046
FDH33,658.667529590854,OUT013
DRZ24,1886.9478246414756,OUT013
NCQ38,1711.10690270885,OUT046
FDO16,2299.6286868193747,OUT027
FDU07,4085.960982184185,OUT027
NCB07,3114.1888584925155,OUT013
FDU48,1983.6093202470563,OUT045
NCM43,2607.905389464392,OUT045
FDR31,390.86141973945837,OUT010
DRK49,483.1093490172257,OUT018
NCI30,565.5120487317579,OUT010
DRD60,3137.609367907362,OUT017
NCG19,3646.8502690819423,OUT046
FDH12,1692.6251290194778,OUT035
FDM32,1594.7579947881966,OUT035
FDM27,2540.0474439157515,OUT035
NCU53,4146.141051529469,OUT027
NCQ18,1609.5937957409908,OUT046
FDS10,2905.4318730256346,OUT013
FDB33,4555.903902010427,OUT027
FDI12,1396.293710272683,OUT013
NCW42,3691.8204677804206,OUT013
NCC06,1838.009126641811,OUT018
FDW02,2299.035587354648,OUT017
NCD43,1729.4335294000846,OUT017
FDM57,1132.605134663305,OUT018
FDA58,4000.5320089238235,OUT017
FDK56,3067.867762465037,OUT046
FDP52,3883.8392593449644,OUT045
FDW20,1852.9972898748747,OUT018
FDS52,1657.0618132916504,OUT049
NCT29,1868.1523860543666,OUT018
NCL54,2935.3213532948803,OUT013
FDC05,3067.1370499826703,OUT045
FDF34,3206.565491738317,OUT035
FDP03,3331.95711347394,OUT027
FDD32,209.25508261761968,OUT010
FDZ10,2037.782101599821,OUT045
FDZ40,969.7382054630342,OUT035
FDD51,511.1318622042376,OUT018
NCY30,571.0778179435001,OUT019
FDP58,3598.456439727203,OUT017
FDV49,4350.917348681122,OUT017
FDY24,108.88880658325063,OUT019
NCO55,1694.9088367223883,OUT017
FDR13,1949.0050655030473,OUT017
FDS51,993.5115163126927,OUT017
FDP26,1616.4202943918212,OUT045
NCB54,3298.4564984866065,OUT027
FDF32,3300.760260114863,OUT017
FDN31,2769.526776376985,OUT018
DRM48,641.7858662198187,OUT017
FDN20,2747.269981986458,OUT049
DRL01,3818.8755889908803,OUT046
FDV56,1719.237392072934,OUT049
DRH13,2641.6364152026863,OUT027
FDA03,2507.1581740948345,OUT017
FDF47,5517.2203379311995,OUT027
FDX32,2464.7187532702255,OUT046
FDX57,1530.9624785192177,OUT049
NCA30,2959.7526851699777,OUT045
FDO49,745.1316134737372,OUT013
FDL04,182.11029240024246,OUT019
DRM48,708.7437691894726,OUT035
FDR16,3469.6241351167223,OUT013
NCC19,2806.6917390791727,OUT018
NCE42,3236.946057785171,OUT045
FDY24,1061.2246422658293,OUT017
FDH19,2907.4754040113835,OUT049
FDJ46,2867.90686839508,OUT013
FDN45,459.17021446047477,OUT010
FDY08,2118.667763791313,OUT035
FDZ37,1476.4062496950392,OUT035
NCT30,726.6417166431075,OUT045
DRY23,533.6821118536055,OUT018
NCZ30,1749.0271766481192,OUT018
FDC44,1729.2042216297316,OUT018
FDB45,1586.3735733656763,OUT035
FDY04,2603.8015334747834,OUT013
FDM27,2614.9646243543925,OUT046
FDZ43,4055.164565594622,OUT017
FDT39,439.4294747070777,OUT019
NCC06,299.78816053019597,OUT019
FDL15,3842.8658233216042,OUT027
FDL57,4314.929485789949,OUT017
FDU08,1528.4169945386445,OUT046
FDK40,4348.103823739494,OUT017
FDQ12,708.3212227560979,OUT010
FDS48,2586.4078339848606,OUT017
FDP09,3429.6641934373847,OUT045
FDW21,1700.0988827088777,OUT049
FDY25,3018.347451023735,OUT035
DRE13,1399.874358569435,OUT017
FDV43,22.08842942161707,OUT019
FDD22,1746.8761142063572,OUT045
FDM46,239.55084403869003,OUT019
NCO30,525.2798681363913,OUT010
FDM25,2785.5149777992033,OUT046
NCN41,2132.1866993399317,OUT049
FDU24,1501.2079831056476,OUT045
FDZ50,3100.9122630962343,OUT046
FDP45,4221.842540331177,OUT013
NCM54,2043.231184166942,OUT045
FDW10,570.1759537220686,OUT019
FDP20,2126.6362813177316,OUT017
FDK32,2501.0287133046318,OUT046
FDN52,1400.2410950359895,OUT049
FDM58,1819.9223673693723,OUT045
FDZ46,2970.0766406838884,OUT027
NCA18,1688.5664315216918,OUT018
FDD35,2076.0362488397614,OUT046
NCK31,849.7687055270104,OUT035
FDI40,2616.574056268403,OUT027
FDT50,219.28138449842032,OUT019
NCT06,2654.9061363558408,OUT046
FDT31,3196.027020694852,OUT035
FDT45,821.9412213837189,OUT049
FDT13,3101.5450060756793,OUT045
FDO50,1368.373192580521,OUT045
NCU18,310.3310954214866,OUT010
NCR54,3210.454878990111,OUT049
NCO18,2566.3378384910698,OUT018
FDU09,860.1095578532796,OUT045
FDT13,2854.721778124609,OUT018
FDE09,1798.406917934504,OUT046
NCK53,188.22209909056718,OUT019
FDG45,3546.3434668927666,OUT049
DRH15,705.8286829170012,OUT035
FDO21,632.3782797352544,OUT019
FDD14,4979.311052354547,OUT027
FDC09,1711.318575576484,OUT046
FDH45,1253.544611955667,OUT027
FDV32,1028.29468090826,OUT046
FDG12,1962.026457604871,OUT035
FDS32,2140.923658788123,OUT013
NCL55,3580.0631419641704,OUT018
DRE01,3951.9122059021465,OUT035
DRE15,1286.9307672498758,OUT049
NCL42,3773.196854924795,OUT045
FDP31,866.0561355763772,OUT013
FDN33,1374.1021900131875,OUT018
FDZ59,2601.4051265218454,OUT046
FDE45,630.029215568712,OUT010
FDJ07,1886.8798608186576,OUT013
FDQ45,2787.630523788798,OUT018
FDM33,5423.885238336257,OUT027
FDO15,161.42099115634744,OUT010
FDM46,1524.7839177433918,OUT013
FDR03,3532.1897038367642,OUT045
FDY49,2396.6068326322884,OUT018
FDQ60,1848.2126327231833,OUT045
FDW10,2540.2987156306986,OUT049
FDO51,725.1130162748683,OUT049
FDJ40,1424.1154923223937,OUT018
FDS20,2812.2255976498695,OUT018
FDU45,1887.8674167560316,OUT013
FDV02,2759.177567712046,OUT035
FDN09,3829.951971882162,OUT046
NCM55,5075.072827913882,OUT027
FDN23,2014.3322394333309,OUT018
FDY31,381.0811197404135,OUT010
FDW03,244.51655013334084,OUT010
FDD14,2989.144232111659,OUT046
FDV23,2083.404764327349,OUT017
DRI03,2736.589729848031,OUT045
FDN13,1571.3324722504958,OUT035
FDF45,2072.0756818917903,OUT027
FDU46,1455.4463671416531,OUT035
FDB57,3766.073619885794,OUT049
FDV12,1661.943997179777,OUT049
FDQ58,2469.707577711218,OUT013
NCA18,1916.47358323211,OUT017
FDH52,1016.7589653169846,OUT049
FDM24,2039.4892833285578,OUT018
NCP43,4845.094174872855,OUT027
NCO18,491.257697908563,OUT019
FDM32,1392.4839616398933,OUT017
NCL07,654.7721557855316,OUT017
FDK03,4192.032130226366,OUT013
FDP59,1519.1924195936015,OUT017
FDQ24,4204.050832639471,OUT049
FDQ16,1531.439658971905,OUT018
FDU44,2637.401679584496,OUT013
FDH28,3.0354518812052445,OUT010
FDV28,13.185676283577441,OUT019
FDM22,885.6836267343372,OUT045
FDR56,3100.9122630962343,OUT046
FDV39,3229.042156132667,OUT049
FDU37,169.60327845173697,OUT019
FDQ11,761.8366032240968,OUT010
FDX02,3746.956629919569,OUT045
NCS42,1327.2102259610317,OUT018
FDY57,2537.3392068955873,OUT027
FDB21,3916.3022704080677,OUT049
FDE28,3986.3041901106426,OUT017
FDQ55,1962.1523264303407,OUT017
FDA48,3721.9237547098273,OUT049
FDZ19,2722.3536285316623,OUT045
NCC43,3776.1776309950806,OUT045
NCV18,1358.2795432468154,OUT046
NCA42,2204.9213427632394,OUT018
FDY45,4034.1339677982937,OUT046
NCC30,2882.0285462849547,OUT045
FDM57,1351.203520579798,OUT013
FDL09,236.9059084330946,OUT010
FDB09,3504.804394945596,OUT027
FDT44,1957.2226986931967,OUT035
NCT06,4182.048211642573,OUT027
FDX26,3302.6655512501848,OUT049
FDK32,2526.132716350565,OUT013
DRA12,2225.74856734607,OUT046
FDO46,587.9062266509266,OUT010
FDE52,1368.5807683983337,OUT013
NCH42,3817.4360859647395,OUT045
FDV08,729.482012919364,OUT035
FDB47,3017.349251078699,OUT018
FDC28,226.56499838031073,OUT010
FDD22,1871.3923612468134,OUT046
FDS07,3141.7983826968093,OUT027
DRI13,3578.2607594142987,OUT045
FDG32,3206.973824140854,OUT018
FDU14,4237.600583415277,OUT017
FDD28,111.89304085943428,OUT019
NCP41,1735.333764450048,OUT017
FDS08,2835.020841392257,OUT049
FDX47,2562.053848001798,OUT045
FDC53,200.53521220945416,OUT019
FDQ19,4008.3802443932927,OUT035
FDL14,2419.4582913557583,OUT045
FDM33,591.3211969689522,OUT019
FDA51,1826.6541082331903,OUT045
FDZ27,596.7922527336118,OUT018
FDT04,684.0476209664264,OUT046
DRC13,2100.2767522735794,OUT049
FDR16,5431.3431105403315,OUT027
FDQ03,5993.136853630202,OUT027
FDE38,2725.1552178157153,OUT035
DRH23,1646.313785443448,OUT027
FDT11,451.6683141476582,OUT019
FDD09,3030.982081663233,OUT035
FDR40,1354.7994240087385,OUT045
FDX07,3346.8869958607456,OUT017
FDR07,1948.400450429107,OUT035
FDA51,1904.6586787443691,OUT017
FDT59,616.8814694355926,OUT019
FDF20,3335.379889075506,OUT017
FDR13,1856.5260597232425,OUT045
FDY26,3523.255849067723,OUT049
FDW04,2097.2304664363814,OUT017
FDK52,3929.5086697739494,OUT017
FDN60,2679.7346603175824,OUT049
FDM09,583.0222572292007,OUT019
FDP46,1357.3930848938094,OUT049
FDB50,148.48233801002863,OUT019
NCQ29,4097.494805183107,OUT049
FDP16,6005.830021760617,OUT027
FDX33,2237.603145288789,OUT018
FDP07,571.2207461708833,OUT010
FDN22,3751.3203536176125,OUT046
FDF39,4278.843214401713,OUT049
FDS21,1005.8604257261751,OUT017
NCM42,1684.3891682198469,OUT013
FDK50,409.48418681884687,OUT019
DRF13,3817.0997425259466,OUT027
FDH35,2226.7272514393526,OUT018
FDP60,1399.8649500390616,OUT018
DRJ49,3310.657135872497,OUT027
NCT42,405.97055508273854,OUT019
FDE38,2723.7769856753935,OUT049
FDI04,3262.2267717034742,OUT049
NCH54,2569.979372205738,OUT045
FDT56,924.6616381276147,OUT049
DRD15,3358.4451651323443,OUT018
FDV58,2530.448427602837,OUT013
FDP21,3236.6219161635167,OUT049
FDH05,3966.1086370493927,OUT013
FDR10,4179.0598746812975,OUT027
NCP06,2350.583918174918,OUT045
FDF33,1607.5069228514767,OUT049
DRK37,3263.1523778279015,OUT013
DRH49,1329.0512475291762,OUT045
FDT58,2705.806912763922,OUT013
FDD41,1425.9018889891643,OUT018
FDP40,1601.9360510245097,OUT018
FDM51,2692.1342501935346,OUT027
FDO45,196.2606904103211,OUT010
FDW33,167.04603289386756,OUT010
FDY24,1019.3480557584675,OUT045
FDB10,663.5588650354616,OUT010
FDM40,2243.6129526391464,OUT035
NCI06,3026.463946063836,OUT017
FDW12,438.56874978630435,OUT019
FDX48,3859.2519599124466,OUT027
NCW05,2585.7177047926816,OUT027
FDX27,1480.2369927717384,OUT017
DRM37,3054.290746475538,OUT045
FDA38,3777.42518828531,OUT045
FDR36,694.0597812138936,OUT046
FDZ45,3088.065959589102,OUT046
FDG05,2639.297103502925,OUT017
FDK28,4241.950801361784,OUT013
FDV47,1347.2314937253302,OUT045
FDN21,2469.5347484093754,OUT045
FDP20,3512.36979391217,OUT027
FDI35,3147.089821636418,OUT045
DRY23,670.0588359395131,OUT013
FDA56,2103.229949562225,OUT017
FDB09,2121.0173548525854,OUT013
NCO26,2980.137191502846,OUT027
FDQ49,2085.057027752484,OUT018
FDI52,3293.793624938171,OUT027
FDZ44,3164.225552499427,OUT027
FDZ09,2306.14886168479,OUT018
FDY03,1911.4761029237493,OUT049
NCG42,2173.054216328399,OUT017
DRI13,5464.62783831871,OUT027
FDQ32,2117.526805775199,OUT013
FDW16,1507.436824894643,OUT035
FDU27,749.683396942267,OUT046
FDR28,397.3149754200904,OUT010
FDQ49,405.8420835983134,OUT010
FDS37,1875.3830385070307,OUT046
FDW26,3086.0752401423597,OUT018
FDX12,3444.2651633789646,OUT018
NCP06,2485.46405760731,OUT013
FDW45,368.1921593999646,OUT010
NCN30,1537.9551890281982,OUT049
FDN24,843.1145458504367,OUT049
NCL41,1139.7872957645675,OUT027
FDR02,198.8958147859643,OUT019
FDD09,658.5907057615143,OUT010
FDS33,187.45966440555804,OUT010
FDU22,1935.506349444161,OUT045
FDI53,2609.1938259455683,OUT013
DRH01,2946.4906977822266,OUT049
FDX32,2289.0566581516578,OUT013
NCP30,474.87312755973124,OUT018
FDB60,3075.7479383050854,OUT045
FDB14,1505.646662589432,OUT049
NCP02,956.3312889891047,OUT035
FDJ10,2158.2645007100673,OUT017
FDG34,1832.5786483912134,OUT046
NCB18,1386.9456946886319,OUT017
FDM16,1198.8458389534346,OUT049
FDW25,1208.1279782855802,OUT018
FDB35,185.7347131067673,OUT010
DRN11,2207.915249170624,OUT013
FDF41,636.7391583883986,OUT019
FDH16,1305.9660175267898,OUT045
NCQ50,3027.0294735454813,OUT018
DRH23,764.7997480842798,OUT018
DRJ37,2447.2297160336893,OUT013
DRJ24,5017.951074940637,OUT027
FDY16,3187.2320822912684,OUT035
FDQ27,1777.8863267829902,OUT045
FDZ33,2390.645785788788,OUT045
FDF29,2076.498245720242,OUT045
FDA08,2613.680958237515,OUT049
FDG31,1057.6745320046211,OUT046
FDE34,481.55810423505847,OUT019
NCR30,2024.4005863825976,OUT027
FDV33,4213.623080702208,OUT035
DRZ24,1770.4948526490887,OUT018
NCL54,2867.181649029531,OUT035
FDR12,2989.7396854133135,OUT049
NCC54,3734.1367035617404,OUT046
DRN59,781.3167646151308,OUT013
FDX50,238.3106946289498,OUT019
FDV31,4911.209915968693,OUT027
NCA29,4678.994653300119,OUT027
FDW60,2977.0746685165627,OUT049
FDX08,3336.8356828502915,OUT017
DRD49,3941.2422251096013,OUT013
FDD33,3761.6512080822085,OUT046
FDW35,662.6686633360673,OUT013
FDJ36,1707.7551402295203,OUT017
FDV51,2794.618342941036,OUT035
FDW36,1682.9384607300833,OUT046
FDH35,2534.6533705465,OUT046
NCS30,3304.825815430876,OUT027
FDN49,650.3438985852224,OUT017
FDL08,3309.3448365784757,OUT018
FDI09,3839.04905830448,OUT013
FDP19,1802.911219739118,OUT018
FDU21,-59.120882233078675,OUT010
NCP41,1677.3316895952871,OUT045
FDY10,1902.2321563004587,OUT013
FDP12,479.6360825697719,OUT018
NCN26,1925.625804676419,OUT049
FDK44,2932.6837272672365,OUT013
FDC28,1694.9031985359547,OUT049
FDJ41,6158.744135878258,OUT027
NCT29,2142.8269626111673,OUT035
NCH42,550.7388936136072,OUT019
FDU60,2392.3563908379165,OUT018
FDS02,3039.685599121929,OUT045
FDC51,2047.0557114371452,OUT046
FDU03,3215.028889423033,OUT013
FDX39,3537.48348637702,OUT045
NCY05,-3.619345593544756,OUT010
NCL06,5947.571163106274,OUT027
FDD32,1461.9524156235116,OUT035
NCN41,2039.3247133966931,OUT045
NCX53,2270.332016413143,OUT049
FDU57,414.87023450768174,OUT019
FDQ23,1679.0094412049248,OUT046
FDQ52,4004.9468615810933,OUT045
FDC14,691.5668492226093,OUT045
FDY09,2916.2757132588,OUT035
FDQ28,2423.8178204342057,OUT045
FDV25,3759.421177174136,OUT046
FDJ07,1944.1777192782624,OUT035
DRB25,1718.5358815077889,OUT049
FDK52,593.9588229965955,OUT019
FDY52,1811.9560293358074,OUT027
FDB28,3058.581183554868,OUT046
FDT36,708.7437691894726,OUT035
FDV25,3945.8764039963557,OUT017
NCN07,3330.117202050032,OUT027
FDC57,3235.2145958400774,OUT017
FDQ03,3420.527757409857,OUT018
FDU23,2825.090336050787,OUT017
NCX41,3672.7427740334715,OUT035
NCD06,846.0775961484152,OUT035
FDW08,1648.7435711086105,OUT045
NCU29,2496.453367600787,OUT017
NCE06,2553.488947493163,OUT013
FDV52,149.79670523238875,OUT010
FDB02,2958.0559800826054,OUT017
NCR18,662.5291019599141,OUT045
FDK16,1542.0938366791208,OUT049
NCQ29,801.0980025816759,OUT010
FDZ01,225.72244263749053,OUT019
FDW27,2654.1776366689187,OUT035
FDD17,3406.257221003428,OUT018
FDW39,2903.9778117702185,OUT013
DRH59,1089.842338833656,OUT045
FDS52,1685.167618001317,OUT013
FDU40,5400.570096213553,OUT027
NCF54,2899.72802773674,OUT013
FDH46,1659.938585844901,OUT045
NCP14,1708.39823520268,OUT049
FDH50,3332.0515743946007,OUT049
DRF15,353.95710985837235,OUT010
FDV27,2358.4989018475194,OUT027
NCJ06,2003.4593536638517,OUT049
FDN02,3072.7274806386968,OUT018
FDQ51,796.7636455506765,OUT049
FDQ07,3893.548416618607,OUT017
FDS45,1843.3874908555513,OUT049
NCJ06,2008.3687134997156,OUT045
FDD36,1997.6476264208563,OUT035
FDY25,3137.9785136533355,OUT045
FDU52,2424.548532916572,OUT046
DRK47,3982.185395496706,OUT017
NCL30,2172.7002569852684,OUT017
FDN22,3945.7280795187667,OUT035
NCF30,3273.2870996569736,OUT027
FDK03,4198.682476680771,OUT035
FDT45,919.584686038011,OUT017
NCC54,5962.0990848168885,OUT027
FDP08,2864.775229159364,OUT018
